Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,take_thrpt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeektake0_G is 40.,299
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,take_thrpt_jmhStub,Long Parameter List,The method has 9 parameters. ,299
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Complex Method,Cyclomatic complexity of the method is 35,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G is 40.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G_backoff is 48.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G is 40.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G_backoff is 48.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G is 40.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G_backoff is 48.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the field f_messagebufferbenchmarks_putpeektake0_G is 40.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Method,The method has 207 lines of code.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "this.blackhole=new Blackhole("Today's password is swordfish. I understand instantiating Blackholes directly is dangerous.");" is 124.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekTake_jmhType l_messagebufferbenchmarks_putpeektake0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeektake0_G(control);" is 148.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "peek_avgt_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`l_messagebufferbenchmarks_putpeektake0_G);" is 154.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeektake0_G`0`1)) {" is 132.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeektake0_G) == 1) {" is 126.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "results.add(new AverageTimeResult(ResultRole.SECONDARY`"peek"`res.measuredOps`res.getTime()`benchmarkParams.getTimeUnit()));" is 124.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekTake_jmhType l_messagebufferbenchmarks_putpeektake0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeektake0_G(control);" is 148.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "put_avgt_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`l_threadstate1_0`l_messagebufferbenchmarks_putpeektake0_G);" is 170.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeektake0_G`0`1)) {" is 132.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeektake0_G) == 1) {" is 126.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "results.add(new AverageTimeResult(ResultRole.SECONDARY`"put"`res.measuredOps`res.getTime()`benchmarkParams.getTimeUnit()));" is 123.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekTake_jmhType l_messagebufferbenchmarks_putpeektake0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeektake0_G(control);" is 148.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "take_avgt_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`l_messagebufferbenchmarks_putpeektake0_G);" is 154.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeektake0_G`0`1)) {" is 132.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeektake0_G) == 1) {" is 126.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "results.add(new AverageTimeResult(ResultRole.SECONDARY`"take"`res.measuredOps`res.getTime()`benchmarkParams.getTimeUnit()));" is 124.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 1024,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 2,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 1024,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 2,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 2,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 1024,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 2,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,peek_avgt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeektake0_G is 40.,524
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,peek_avgt_jmhStub,Long Parameter List,The method has 9 parameters. ,524
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,put_avgt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeektake0_G is 40.,537
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,put_avgt_jmhStub,Long Parameter List,The method has 10 parameters. ,537
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,take_avgt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeektake0_G is 40.,550
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,take_avgt_jmhStub,Long Parameter List,The method has 9 parameters. ,550
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Complex Method,Cyclomatic complexity of the method is 35,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G is 40.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G_backoff is 48.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G is 40.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G_backoff is 48.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G is 40.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G_backoff is 48.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the field f_messagebufferbenchmarks_putpeektake0_G is 40.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Method,The method has 210 lines of code.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "this.blackhole=new Blackhole("Today's password is swordfish. I understand instantiating Blackholes directly is dangerous.");" is 124.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekTake_jmhType l_messagebufferbenchmarks_putpeektake0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeektake0_G(control);" is 148.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "peek_sample_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`buffer`targetSamples`opsPerInv`batchSize`l_messagebufferbenchmarks_putpeektake0_G);" is 197.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeektake0_G`0`1)) {" is 132.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeektake0_G) == 1) {" is 126.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekTake_jmhType l_messagebufferbenchmarks_putpeektake0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeektake0_G(control);" is 148.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "put_sample_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`buffer`targetSamples`opsPerInv`batchSize`l_threadstate1_0`l_messagebufferbenchmarks_putpeektake0_G);" is 213.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeektake0_G`0`1)) {" is 132.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeektake0_G) == 1) {" is 126.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekTake_jmhType l_messagebufferbenchmarks_putpeektake0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeektake0_G(control);" is 148.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "take_sample_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`buffer`targetSamples`opsPerInv`batchSize`l_messagebufferbenchmarks_putpeektake0_G);" is 197.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeektake0_G`0`1)) {" is 132.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeektake0_G) == 1) {" is 126.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 20,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 1024,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 2,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 20,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 1024,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 2,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 2,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 20,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 1024,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 2,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,peek_sample_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeektake0_G is 40.,778
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,peek_sample_jmhStub,Long Parameter List,The method has 13 parameters. ,778
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,peek_sample_jmhStub,Magic Number,The method contains a magic number: 1664525,778
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,peek_sample_jmhStub,Magic Number,The method contains a magic number: 1013904223,778
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,put_sample_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeektake0_G is 40.,810
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,put_sample_jmhStub,Long Parameter List,The method has 14 parameters. ,810
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,put_sample_jmhStub,Magic Number,The method contains a magic number: 1664525,810
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,put_sample_jmhStub,Magic Number,The method contains a magic number: 1013904223,810
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,take_sample_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeektake0_G is 40.,842
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,take_sample_jmhStub,Long Parameter List,The method has 13 parameters. ,842
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,take_sample_jmhStub,Magic Number,The method contains a magic number: 1664525,842
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,take_sample_jmhStub,Magic Number,The method contains a magic number: 1013904223,842
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Complex Method,Cyclomatic complexity of the method is 26,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G is 40.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G_backoff is 48.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G is 40.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G_backoff is 48.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G is 40.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeektake0_G_backoff is 48.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Identifier,The length of the field f_messagebufferbenchmarks_putpeektake0_G is 40.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Method,The method has 147 lines of code.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "this.blackhole=new Blackhole("Today's password is swordfish. I understand instantiating Blackholes directly is dangerous.");" is 124.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekTake_jmhType l_messagebufferbenchmarks_putpeektake0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeektake0_G(control);" is 148.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "peek_ss_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`batchSize`l_messagebufferbenchmarks_putpeektake0_G);" is 162.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeektake0_G`0`1)) {" is 132.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeektake0_G) == 1) {" is 126.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekTake_jmhType l_messagebufferbenchmarks_putpeektake0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeektake0_G(control);" is 148.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "put_ss_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`batchSize`l_threadstate1_0`l_messagebufferbenchmarks_putpeektake0_G);" is 178.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeektake0_G`0`1)) {" is 132.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeektake0_G) == 1) {" is 126.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekTake_jmhType l_messagebufferbenchmarks_putpeektake0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeektake0_G(control);" is 148.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "take_ss_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`batchSize`l_messagebufferbenchmarks_putpeektake0_G);" is 162.,875
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,rw_SingleShotTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekTake_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeektake0_G`0`1)) {" is 132.,875
